epoch,train_g,train_d,train_l1,val_l1
1,22.978566076903217,0.2687771719204575,0.09832289603959142,0.07553621725394176
2,19.530053957373696,0.15232166637196742,0.07774672222084704,0.08047838451770636
3,20.463223415138447,0.1357687576632716,0.08210235933023216,0.07816241051142032
4,20.35966282397245,0.007034662606161648,0.07339357644055797,0.07310825987504078
5,21.130072517732604,0.0010527511002635995,0.07104435256492775,0.07186844773017444
6,21.45293065298975,0.0006123264412914889,0.07053711871921489,0.07152698475580949
7,21.72661182099739,0.00043293005973306706,0.07035283655323814,0.07458300086168143
8,21.941612851303237,0.0003294127221132703,0.07012529687675755,0.07259240803810266
9,22.168020349688234,0.0002636193407007155,0.07015041789386124,0.07257425097318795
10,22.317093840742533,0.00021933079326311045,0.06992398987037945,0.07055441232827994
